age,policy_number,policy_start_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,gender,insured_education_level,insured_occupation,,insured_relationship,,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_city,number_of_vehicles_involved,property_damage,total_claim_amount,injury_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
40,594739,16/06/2006,IL,100/300,500,1342.8,0,FEMALE,MD,sales,,husband,,02/02/2015,Vehicle Theft,?,Trivial Damage,NY,Springfield,1,YES,5940,660,4620,Toyota,Camry,2014,N
30,843227,28/09/2007,OH,250/500,2000,1443.32,0,FEMALE,PhD,exec-managerial,,unmarried,,07/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Northbend,3,?,47790,5310,37170,Suburu,Impreza,1995,Y
29,283925,21/11/1991,OH,250/500,1000,1629.94,0,FEMALE,Masters,priv-house-serv,,other-relative,,02/02/2015,Parked Car,?,Trivial Damage,SC,Riverwood,1,?,3850,350,3150,Dodge,Neon,2014,N
31,475588,21/09/1996,IL,100/300,2000,1134.08,0,MALE,PhD,other-service,,husband,,07/02/2015,Single Vehicle Collision,Front Collision,Major Damage,NC,Arlington,1,?,59000,5900,47200,Ford,Fusion,2013,Y
43,751905,16/05/2001,OH,250/500,500,1483.91,8000000,MALE,College,machine-op-inspct,,husband,,18/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Arlington,3,NO,70600,7060,49420,Volkswagen,Passat,2013,Y
40,226725,11/08/1999,IN,500/1000,2000,1304.67,7000000,MALE,Masters,armed-forces,,other-relative,,10/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Hillsdale,3,?,61490,5590,44720,Dodge,RAM,2001,N
30,942504,16/06/2003,IL,500/1000,2000,1035.79,0,FEMALE,MD,protective-serv,,wife,,30/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Northbend,1,NO,57640,5240,41920,Volkswagen,Passat,2010,N
57,395572,30/03/1999,IL,250/500,500,1401.2,0,FEMALE,High School,craft-repair,,own-child,,25/01/2015,Vehicle Theft,?,Trivial Damage,NC,Hillsdale,1,NO,6890,1060,4770,Audi,A5,1999,N
45,889883,03/02/1999,IL,250/500,1000,1665.45,0,MALE,JD,machine-op-inspct,,wife,,29/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,PA,Columbus,3,?,53280,11840,35520,Toyota,Camry,2006,Y
29,818167,25/08/2011,IN,500/1000,2000,653.66,0,FEMALE,JD,handlers-cleaners,,unmarried,,24/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Springfield,3,NO,78300,15660,54810,BMW,X5,2009,N
37,277767,28/06/2010,OH,100/300,500,1080.13,0,MALE,Associate,protective-serv,,other-relative,,04/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,PA,Springfield,3,YES,41490,4610,32270,Nissan,Pathfinder,2001,N
36,842618,06/11/2001,IN,100/300,2000,1346.18,0,FEMALE,Associate,machine-op-inspct,,wife,,25/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,SC,Hillsdale,3,YES,68970,12540,50160,Chevrolet,Tahoe,2007,N
55,577810,15/04/2013,OH,250/500,2000,1589.54,0,MALE,College,handlers-cleaners,,husband,,27/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,VA,Arlington,3,?,85300,17060,59710,Toyota,Highlander,2003,N
40,873114,07/12/1995,IL,100/300,1000,1251.65,0,FEMALE,Associate,other-service,,wife,,19/02/2015,Parked Car,?,Minor Damage,NY,Hillsdale,1,NO,3080,560,2240,Audi,A3,2012,N
47,994538,01/11/1991,IL,100/300,2000,1083.01,0,MALE,MD,craft-repair,,other-relative,,31/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,Arlington,4,YES,71760,11040,49680,Jeep,Grand Cherokee,2010,Y
26,727792,19/05/2014,OH,100/300,500,974.59,0,FEMALE,JD,armed-forces,,wife,,18/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,3,?,59700,11940,35820,Nissan,Ultima,2002,N
39,522506,15/03/1992,IL,500/1000,2000,1399.85,0,FEMALE,Masters,other-service,,other-relative,,10/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Columbus,3,NO,64920,10820,43280,Ford,Fusion,1997,N
43,367595,03/02/2006,IN,500/1000,500,1307.74,0,FEMALE,Associate,machine-op-inspct,,own-child,,28/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Riverwood,3,?,37530,4170,29190,Jeep,Wrangler,2008,N
42,586104,16/03/2003,IN,250/500,2000,1219.27,0,MALE,Associate,tech-support,,husband,,16/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,3,YES,64080,7120,49840,Saab,93,2012,N
41,424862,16/10/2002,OH,100/300,500,1411.3,0,MALE,PhD,prof-specialty,,unmarried,,08/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,PA,Northbrook,1,NO,60390,10980,43920,BMW,M5,2004,Y
33,512813,27/01/1990,IL,100/300,2000,694.45,0,FEMALE,JD,armed-forces,,not-in-family,,20/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Northbend,3,?,64350,5850,46800,Nissan,Pathfinder,2011,Y
38,356768,11/03/2010,IL,100/300,500,1006.77,6000000,FEMALE,College,other-service,,own-child,,06/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbend,3,YES,70900,14180,49630,BMW,X6,1997,N
39,330506,19/09/1995,OH,250/500,1000,1422.36,0,FEMALE,JD,craft-repair,,unmarried,,24/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,PA,Columbus,3,NO,46560,7760,31040,Nissan,Ultima,2012,N
33,779075,27/02/2010,IN,100/300,1000,1348.32,0,FEMALE,Associate,craft-repair,,wife,,14/01/2015,Vehicle Theft,?,Trivial Damage,NY,Arlington,1,NO,4730,860,3010,Chevrolet,Malibu,2013,Y
40,799501,28/12/1991,OH,250/500,2000,1315.56,0,FEMALE,PhD,transport-moving,,not-in-family,,18/02/2015,Vehicle Theft,?,Minor Damage,SC,Northbrook,1,YES,6820,1240,4340,Jeep,Grand Cherokee,2003,N
58,987905,30/04/2002,OH,250/500,2000,1407.01,5000000,MALE,PhD,tech-support,,other-relative,,10/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Riverwood,1,?,59900,11980,41930,BMW,X5,1997,Y
36,967756,28/04/2007,OH,250/500,2000,1388.58,0,FEMALE,MD,priv-house-serv,,own-child,,13/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Riverwood,3,?,79560,13260,53040,Ford,Escape,2009,N
33,830414,08/07/1996,IL,500/1000,500,1310.76,0,FEMALE,High School,adm-clerical,,not-in-family,,17/02/2015,Single Vehicle Collision,Front Collision,Total Loss,VA,Northbrook,1,YES,70290,12780,51120,Accura,MDX,2008,N
31,127313,01/04/2002,IN,100/300,1000,1004.63,6000000,MALE,JD,priv-house-serv,,not-in-family,,07/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Hillsdale,3,YES,63910,5810,46480,Suburu,Forrestor,1999,N
40,786957,29/10/2006,OH,100/300,500,1134.91,0,FEMALE,Associate,transport-moving,,not-in-family,,29/01/2015,Vehicle Theft,?,Trivial Damage,SC,Riverwood,1,?,6400,640,5120,Toyota,Camry,1997,N
25,332892,25/10/2007,IN,250/500,1000,1194,0,FEMALE,JD,handlers-cleaners,,husband,,13/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,1,YES,66780,7420,51940,Ford,Escape,2013,Y
39,448642,28/03/2001,IN,500/1000,1000,1248.25,4000000,FEMALE,College,sales,,own-child,,01/02/2015,Parked Car,?,Minor Damage,VA,Northbrook,1,NO,8760,1460,5840,BMW,3 Series,2013,N
42,526039,04/05/1995,OH,100/300,500,1338.54,-1000000,MALE,Associate,machine-op-inspct,,wife,,29/01/2015,Single Vehicle Collision,Side Collision,Major Damage,NC,Arlington,1,YES,94160,8560,68480,Chevrolet,Malibu,1996,N
40,444422,28/09/2011,IL,250/500,2000,782.23,0,MALE,College,protective-serv,,other-relative,,06/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,OH,Springfield,3,?,51570,5730,34380,BMW,X5,2010,N
31,689500,28/01/2003,IL,250/500,2000,1366.9,0,FEMALE,High School,handlers-cleaners,,husband,,28/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Northbend,3,?,52700,10540,31620,BMW,X6,2014,Y
34,806081,01/02/2011,IL,500/1000,1000,1275.81,0,MALE,High School,sales,,wife,,21/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Columbus,1,YES,101010,15540,69930,Mercedes,ML350,1998,N
37,384618,09/02/1993,IN,250/500,500,1090.65,0,MALE,High School,exec-managerial,,unmarried,,16/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Columbus,4,?,53400,5340,42720,Honda,Civic,2010,Y
31,756459,05/08/2005,IN,250/500,500,1326,0,FEMALE,Associate,prof-specialty,,wife,,17/02/2015,Single Vehicle Collision,Side Collision,Total Loss,SC,Northbrook,1,?,72120,12020,48080,Mercedes,ML350,2009,N
43,655787,17/06/2006,IL,250/500,2000,972.47,0,MALE,College,protective-serv,,wife,,01/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,PA,Hillsdale,3,YES,77100,7710,53970,Audi,A3,2010,N
39,419954,07/12/1993,IL,100/300,500,806.31,0,FEMALE,College,handlers-cleaners,,wife,,25/02/2015,Parked Car,?,Trivial Damage,SC,Northbend,1,?,3300,600,2700,Dodge,RAM,2003,N
35,275092,14/03/2012,IL,500/1000,500,1416.24,0,FEMALE,MD,adm-clerical,,not-in-family,,26/02/2015,Parked Car,?,Minor Damage,WV,Northbend,1,YES,5940,1080,4320,Nissan,Pathfinder,2003,N
27,515698,05/08/1997,IN,250/500,2000,1097.64,0,MALE,High School,transport-moving,,other-relative,,06/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,PA,Northbend,2,NO,63720,7080,35400,Accura,TL,2006,N
43,132871,05/07/2009,IL,100/300,500,947.75,0,FEMALE,Masters,farming-fishing,,not-in-family,,03/02/2015,Vehicle Theft,?,Trivial Damage,SC,Riverwood,1,NO,7680,1280,5760,Audi,A5,2008,N
31,714929,25/11/1994,IL,100/300,2000,1018.73,5000000,MALE,Associate,handlers-cleaners,,own-child,,27/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Riverwood,3,YES,93730,14420,57680,Honda,CRV,2001,N
44,297816,03/02/1997,IL,100/300,2000,1400.74,0,MALE,College,sales,,other-relative,,21/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Arlington,3,YES,87300,17460,52380,Jeep,Wrangler,2013,N
40,426708,09/10/2009,IL,250/500,500,1155.53,5000000,MALE,JD,transport-moving,,wife,,24/01/2015,Parked Car,?,Trivial Damage,NY,Columbus,1,?,5670,1260,3780,Ford,F150,1997,N
47,615047,20/11/2002,IN,250/500,500,1386.93,0,MALE,High School,priv-house-serv,,husband,,17/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Springfield,3,YES,65800,13160,46060,Accura,TL,2001,N
34,771236,29/05/1995,OH,100/300,500,915.29,0,FEMALE,JD,handlers-cleaners,,wife,,23/02/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Arlington,1,?,36720,4080,28560,Honda,Accord,2009,Y
29,235869,22/01/2011,IL,250/500,500,1239.55,2000000,FEMALE,PhD,farming-fishing,,own-child,,09/01/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Riverwood,1,?,52800,4800,38400,Mercedes,ML350,1996,Y
37,931625,18/10/2012,IN,250/500,500,1366.42,0,FEMALE,Associate,protective-serv,,unmarried,,15/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Arlington,3,NO,59100,5910,47280,Nissan,Maxima,1998,Y
37,371635,13/10/1991,OH,500/1000,1000,1086.48,6000000,MALE,Associate,machine-op-inspct,,unmarried,,16/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Northbrook,3,?,77440,14080,56320,Suburu,Legacy,1999,N
36,427199,01/10/2010,IL,250/500,2000,1247.87,0,MALE,Masters,armed-forces,,husband,,14/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,3,NO,45700,4570,36560,BMW,3 Series,2008,N
41,261315,10/04/2013,OH,100/300,2000,1312.75,0,FEMALE,PhD,sales,,other-relative,,01/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Springfield,3,NO,80740,7340,58720,Toyota,Camry,2014,Y
26,582973,11/06/2008,IN,100/300,2000,765.64,0,MALE,MD,sales,,not-in-family,,16/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Northbrook,3,?,31350,2850,22800,Honda,Accord,2001,Y
33,278091,04/12/2013,OH,100/300,2000,1327.41,0,FEMALE,Associate,handlers-cleaners,,other-relative,,04/01/2015,Single Vehicle Collision,Side Collision,Total Loss,SC,Hillsdale,1,?,35000,3500,24500,Suburu,Legacy,2012,N
59,153154,21/08/2010,OH,500/1000,1000,1338.55,0,MALE,PhD,protective-serv,,own-child,,12/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Hillsdale,3,?,68000,13600,47600,Toyota,Corolla,2014,N
30,515217,18/06/2010,IL,250/500,2000,1316.63,8000000,FEMALE,Masters,machine-op-inspct,,unmarried,,08/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbend,3,YES,84500,13000,58500,BMW,X6,2009,N
42,860497,10/04/1992,IL,500/1000,1000,1286.44,0,FEMALE,MD,transport-moving,,wife,,22/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Northbend,1,NO,75500,7550,52850,Nissan,Ultima,1998,N
46,351741,03/02/1997,OH,500/1000,1000,1372.18,0,MALE,High School,exec-managerial,,not-in-family,,13/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Riverwood,3,NO,90600,15100,60400,BMW,X5,2009,N
45,403737,06/12/1991,IN,500/1000,2000,1447.77,0,FEMALE,Associate,adm-clerical,,wife,,18/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,Northbend,3,YES,64320,5360,48240,Accura,MDX,1998,N
33,162004,19/09/1995,IL,250/500,500,903.32,0,FEMALE,High School,transport-moving,,not-in-family,,19/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbend,3,?,31700,6340,22190,Toyota,Highlander,2006,N
30,740384,29/10/1993,IN,500/1000,1000,1454.42,0,MALE,Associate,protective-serv,,other-relative,,31/01/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Springfield,1,YES,74280,12380,49520,Suburu,Forrestor,2006,Y
37,876714,03/11/1991,IL,100/300,2000,1603.42,0,FEMALE,High School,sales,,wife,,06/02/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Columbus,1,YES,80520,13420,60390,Toyota,Corolla,2005,N
30,951543,09/07/2002,IN,250/500,2000,1616.58,0,MALE,JD,adm-clerical,,husband,,04/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Hillsdale,3,YES,63600,6360,44520,Dodge,RAM,2010,N
44,576723,07/12/1999,IL,250/500,500,1611.83,0,MALE,High School,handlers-cleaners,,husband,,02/01/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Riverwood,1,?,32800,3280,26240,BMW,3 Series,2012,N
50,391003,01/07/2005,OH,500/1000,500,889.13,0,FEMALE,Masters,priv-house-serv,,other-relative,,26/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,PA,Northbend,3,NO,44190,9820,29460,Audi,A3,2015,N
26,225865,04/11/1991,IL,250/500,1000,1252.08,0,MALE,College,exec-managerial,,not-in-family,,08/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,VA,Springfield,2,YES,50400,10080,35280,Honda,CRV,2000,Y
55,984948,14/04/1993,IL,500/1000,2000,995.56,0,MALE,JD,tech-support,,not-in-family,,07/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,3,YES,88400,17680,61880,Nissan,Pathfinder,2010,N
49,890328,23/08/2009,IL,100/300,2000,1347.92,0,FEMALE,High School,farming-fishing,,own-child,,17/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,Hillsdale,3,YES,66550,12100,48400,Volkswagen,Jetta,2003,N
47,803294,18/06/1993,IN,100/300,1000,1724.09,0,MALE,PhD,craft-repair,,own-child,,12/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,3,YES,65780,5980,47840,Chevrolet,Tahoe,2014,N
40,414913,17/07/2012,IN,250/500,500,1379.93,0,MALE,MD,armed-forces,,husband,,01/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Columbus,3,?,51810,9420,37680,Audi,A3,2002,Y
31,414519,25/01/1999,IN,250/500,1000,1554.64,4000000,MALE,PhD,protective-serv,,own-child,,03/02/2015,Single Vehicle Collision,Front Collision,Major Damage,WV,Springfield,1,NO,55660,5060,40480,Honda,CRV,2009,Y
28,818413,23/02/1990,OH,500/1000,1000,1377.94,0,MALE,Masters,machine-op-inspct,,not-in-family,,21/02/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Springfield,1,?,44640,9920,29760,Toyota,Camry,2005,N
46,487356,30/08/2000,IL,500/1000,2000,1313.33,0,FEMALE,PhD,transport-moving,,husband,,09/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Riverwood,3,?,77660,7060,56480,Nissan,Maxima,2004,Y
25,159768,03/09/2008,IN,250/500,500,1259.02,0,FEMALE,JD,tech-support,,unmarried,,16/02/2015,Parked Car,?,Trivial Damage,SC,Northbend,1,NO,5640,940,3760,Nissan,Ultima,2005,N
26,865839,02/08/1991,IL,500/1000,1000,1371.88,0,FEMALE,MD,prof-specialty,,husband,,04/02/2015,Parked Car,?,Trivial Damage,VA,Arlington,1,?,3190,580,2030,Suburu,Legacy,1995,N
30,406567,25/09/2001,OH,100/300,500,1399.27,6000000,MALE,College,prof-specialty,,wife,,24/02/2015,Single Vehicle Collision,Side Collision,Total Loss,NC,Arlington,1,?,53440,0,46760,Ford,Escape,2004,N
31,623032,11/03/2007,IL,500/1000,1000,1061.98,6000000,FEMALE,JD,armed-forces,,unmarried,,01/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Hillsdale,1,NO,65250,7250,50750,BMW,3 Series,2002,N
39,935442,20/11/2010,OH,250/500,500,1365.46,4000000,MALE,College,armed-forces,,unmarried,,05/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Columbus,3,NO,44280,4920,34440,Chevrolet,Silverado,2008,N
37,106873,28/08/1998,IL,500/1000,1000,894.4,0,MALE,Associate,tech-support,,wife,,07/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Springfield,1,YES,70290,7810,54670,Dodge,RAM,1999,N
30,563878,16/07/2002,IN,250/500,500,956.69,0,FEMALE,Associate,priv-house-serv,,husband,,06/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Hillsdale,1,?,87100,8710,69680,Saab,92x,2000,N
35,620855,29/04/1990,IN,500/1000,2000,1123.89,0,MALE,MD,priv-house-serv,,unmarried,,21/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,Columbus,3,?,50380,4580,41220,Suburu,Forrestor,1996,N
45,583169,01/02/1998,IL,100/300,500,1085.03,0,FEMALE,JD,sales,,wife,,01/03/2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,Arlington,3,YES,64800,12960,45360,Audi,A3,2014,Y
42,337677,20/07/2008,OH,100/300,2000,1437.33,0,FEMALE,Associate,craft-repair,,wife,,24/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Columbus,1,YES,70400,12800,44800,BMW,3 Series,2000,N
26,445973,13/11/1998,IL,250/500,1000,988.29,0,MALE,College,armed-forces,,own-child,,02/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Northbend,1,?,57860,0,47340,Suburu,Impreza,2008,Y
47,156694,24/05/2001,IL,500/1000,500,1238.89,0,MALE,Masters,protective-serv,,other-relative,,31/01/2015,Vehicle Theft,?,Minor Damage,WV,Northbend,1,?,6240,960,4320,Ford,Fusion,2011,N
38,421940,03/06/2014,IN,100/300,1000,1384.64,5000000,FEMALE,Associate,tech-support,,unmarried,,09/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,VA,Columbus,1,?,66600,16650,38850,Jeep,Grand Cherokee,2012,Y
28,613226,22/08/1991,IN,100/300,2000,1595.07,0,MALE,PhD,transport-moving,,unmarried,,23/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,VA,Hillsdale,1,YES,70920,11820,47280,Jeep,Wrangler,2002,N
56,804410,12/12/1998,OH,250/500,1000,1127.89,6000000,MALE,Associate,machine-op-inspct,,own-child,,28/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Springfield,1,YES,39480,6580,26320,Suburu,Forrestor,2002,N
43,553565,18/02/1999,IN,500/1000,2000,929.7,6000000,FEMALE,PhD,handlers-cleaners,,husband,,14/01/2015,Single Vehicle Collision,Front Collision,Total Loss,VA,Arlington,1,?,63240,10540,47430,Mercedes,E400,2005,N
34,399524,30/10/1997,IL,100/300,1000,1829.63,0,MALE,JD,tech-support,,not-in-family,,03/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,SC,Arlington,3,YES,67650,12300,49200,Audi,A5,2009,N
39,331595,29/11/1999,IL,100/300,1000,904.7,7000000,FEMALE,MD,craft-repair,,unmarried,,17/02/2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Riverwood,1,?,74200,14840,44520,Accura,TL,2002,Y
43,380067,07/07/2013,OH,500/1000,1000,1243.84,0,FEMALE,JD,tech-support,,own-child,,30/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,VA,Columbus,1,YES,64900,12980,38940,Volkswagen,Jetta,2011,N
44,701521,05/07/2003,IL,500/1000,2000,1030.95,0,FEMALE,Associate,machine-op-inspct,,other-relative,,03/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Northbend,3,?,35900,7180,25130,Audi,A3,2007,Y
26,360770,21/09/2005,IN,100/300,500,1285.03,3000000,FEMALE,High School,craft-repair,,unmarried,,03/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,VA,Riverwood,1,NO,52200,5220,36540,Honda,CRV,2011,N
57,958785,18/02/1995,OH,100/300,500,1216.56,0,MALE,Masters,adm-clerical,,own-child,,31/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Hillsdale,1,?,78000,6500,58500,Suburu,Forrestor,2000,N
27,797934,07/04/1999,IN,500/1000,2000,966.26,0,FEMALE,High School,adm-clerical,,own-child,,06/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,3,YES,67200,6720,53760,Volkswagen,Passat,1995,N
43,883980,13/12/2014,OH,100/300,500,1203.17,0,FEMALE,MD,prof-specialty,,unmarried,,06/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Hillsdale,1,NO,63250,11500,46000,Nissan,Ultima,1997,N
37,340614,01/06/1997,IL,250/500,2000,1212.12,0,FEMALE,MD,craft-repair,,not-in-family,,29/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Columbus,3,YES,68760,11460,51570,Ford,Fusion,1995,N
28,435784,13/07/2013,OH,250/500,1000,1573.93,0,MALE,College,other-service,,other-relative,,07/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Springfield,3,YES,65040,10840,43360,Suburu,Impreza,2010,N
33,563837,30/12/2002,IL,100/300,1000,1609.67,0,MALE,College,adm-clerical,,wife,,20/01/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Springfield,1,?,82800,20700,48300,Jeep,Grand Cherokee,2004,Y
44,200827,28/02/1997,OH,500/1000,500,1097.57,0,MALE,PhD,priv-house-serv,,unmarried,,28/02/2015,Single Vehicle Collision,Side Collision,Total Loss,SC,Columbus,1,NO,61700,6170,49360,Saab,93,2005,N
61,533941,18/06/1998,IN,250/500,2000,1618.65,2000000,FEMALE,Associate,transport-moving,,unmarried,,04/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Columbus,3,YES,78100,15620,54670,Chevrolet,Tahoe,1997,Y
24,265026,08/02/1996,IN,100/300,500,922.67,0,FEMALE,College,priv-house-serv,,other-relative,,12/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Northbend,3,YES,65520,9360,46800,Toyota,Highlander,2011,Y
30,354481,17/11/2004,IN,100/300,1000,1342.02,0,MALE,MD,prof-specialty,,own-child,,28/02/2015,Parked Car,?,Trivial Damage,VA,Arlington,1,YES,4500,450,3600,Saab,93,1999,N
41,566720,25/10/2012,OH,100/300,500,1195.01,0,FEMALE,Associate,sales,,own-child,,08/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Northbend,3,NO,42700,0,36600,Mercedes,ML350,2011,Y
46,832746,13/04/2006,OH,500/1000,1000,994.74,0,FEMALE,High School,adm-clerical,,own-child,,25/01/2015,Parked Car,?,Minor Damage,SC,Hillsdale,1,NO,5580,620,4340,Volkswagen,Passat,2005,Y
31,386690,21/02/2006,IN,100/300,1000,1050.24,0,FEMALE,Masters,adm-clerical,,wife,,26/02/2015,Parked Car,?,Minor Damage,NC,Arlington,1,?,3600,360,2520,BMW,X5,2013,Y
36,979285,17/12/2003,IL,250/500,2000,1313.51,7000000,FEMALE,Masters,exec-managerial,,own-child,,03/02/2015,Vehicle Theft,?,Trivial Damage,SC,Northbrook,1,?,2800,280,2240,Volkswagen,Passat,2015,N
47,594722,31/07/1999,OH,500/1000,2000,1102.29,0,FEMALE,Associate,adm-clerical,,own-child,,31/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Northbend,1,NO,54000,6000,42000,Toyota,Highlander,1996,N
19,216738,05/08/2014,IN,250/500,1000,1185.78,0,FEMALE,JD,craft-repair,,wife,,01/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Northbend,1,?,48950,4450,35600,Accura,TL,2011,Y
47,369048,05/06/2011,IL,500/1000,500,1527.95,0,MALE,PhD,exec-managerial,,other-relative,,21/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,WV,Northbend,4,YES,77800,15560,46680,Dodge,RAM,2002,N
57,514424,11/10/1992,IN,100/300,1000,1366.39,0,MALE,High School,protective-serv,,other-relative,,30/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,NC,Columbus,3,YES,52560,11680,35040,Saab,93,1995,N
41,954191,17/02/2010,OH,500/1000,1000,1403.9,0,FEMALE,PhD,farming-fishing,,own-child,,31/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,Riverwood,2,?,44110,4010,32080,Honda,Accord,2015,N
30,150181,06/05/2007,IL,500/1000,2000,927.23,0,FEMALE,PhD,sales,,husband,,13/01/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Hillsdale,1,NO,74360,13520,54080,Suburu,Forrestor,2009,N
31,388671,01/05/1997,OH,250/500,2000,1554.86,6000000,FEMALE,JD,armed-forces,,wife,,16/02/2015,Parked Car,?,Minor Damage,WV,Arlington,1,YES,6120,680,4760,Honda,Civic,2002,Y
53,457244,28/01/1998,IL,500/1000,2000,736.07,6000000,MALE,College,transport-moving,,unmarried,,04/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbend,4,?,62280,5190,46710,Suburu,Forrestor,2012,N
44,206667,05/05/1993,IL,250/500,1000,974.16,6000000,FEMALE,Masters,sales,,other-relative,,07/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,Springfield,3,?,26730,4860,17010,Volkswagen,Jetta,2006,N
